Symbol,Timeframe,Price,MA50,MA150,MA200,MA200 slope %,52W High,52W Low,% Above 52W Low,% Below 52W High,RS Rating,Score,TradingView,P > MA50,P > MA150,P > MA200,MA50 > MA150,MA150 > MA200,MA200 Rising,25% Above 52W Low,Within 25% 52W High,RS > Threshold
AKUMS,daily,821.4500122070312,729.3929968261718,600.7003322347006,559.8025296020508,6.997885851965147,830.0,407.37371334346585,101.64531615579438,1.0408409113047634,96.67128987517337,9,https://www.tradingview.com/symbols/AKUMS/?exchange=NSE,True,True,True,True,True,True,True,True,True
SMLMAH,daily,6464.0,5273.354013671875,4432.596739908854,4306.2827819824215,7.842943781070888,6654.0,2703.052088847761,139.13708606168336,2.9393564356435586,96.39389736477115,9,https://www.tradingview.com/symbols/SMLMAH/?exchange=NSE,True,True,True,True,True,True,True,True,True
NEOGEN,daily,2359.800048828125,2185.335078125,1818.323798828125,1660.0350204467773,7.203044807889314,2499.699951171875,966.2326038611084,144.22691175999023,5.928464253283838,96.25520110957004,9,https://www.tradingview.com/symbols/NEOGEN/?exchange=NSE,True,True,True,True,True,True,True,True,True
AZAD,daily,2764.89990234375,2615.754013671875,2155.014674479167,2008.7415075683593,6.661776274381959,2986.60009765625,1360.0,103.30146340762867,8.018380525261293,96.11650485436894,9,https://www.tradingview.com/symbols/AZAD/?exchange=NSE,True,True,True,True,True,True,True,True,True
CHENNPETRO,daily,1375.5,1333.74083984375,1111.747197265625,1039.663876953125,5.542718801073843,1677.5,681.4494121069772,101.8491725962583,21.95565249000364,95.97780859916783,9,https://www.tradingview.com/symbols/CHENNPETRO/?exchange=NSE,True,True,True,True,True,True,True,True,True
WELSPUNLIV,daily,215.8699951171875,181.23719940185546,151.14071299235027,146.23977561950684,5.253684284906868,218.1999969482422,107.03568289025932,101.68040160823094,1.0793541871299883,95.83911234396672,9,https://www.tradingview.com/symbols/WELSPUNLIV/?exchange=NSE,True,True,True,True,True,True,True,True,True
QUESS,daily,363.1000061035156,331.72418518066405,251.09942962646485,238.40510848999023,7.386831304711827,388.75,162.53922482226787,123.3922343979156,7.064167850543046,95.7004160887656,9,https://www.tradingview.com/symbols/QUESS/?exchange=NSE,True,True,True,True,True,True,True,True,True
SAILIFE,daily,1608.0,1436.10599609375,1201.6426643880209,1122.9174975585938,6.959243405177329,1697.0,783.8499755859375,105.1412961769885,5.534825870646776,95.5617198335645,9,https://www.tradingview.com/symbols/SAILIFE/?exchange=NSE,True,True,True,True,True,True,True,True,True
SONACOMS,daily,795.25,777.5320007324219,639.9732564290365,601.1693507385254,5.901493308662942,844.0,399.83497257584986,98.89455764131256,6.130147752279158,95.28432732316227,9,https://www.tradingview.com/symbols/SONACOMS/?exchange=NSE,True,True,True,True,True,True,True,True,True
ACMESOLAR,daily,458.1000061035156,388.88,327.29006632486977,301.6177642822266,6.4129664932013775,464.45001220703125,195.72747422084996,134.04992473699244,1.3861615409105132,95.14563106796116,9,https://www.tradingview.com/symbols/ACMESOLAR/?exchange=NSE,True,True,True,True,True,True,True,True,True
